attack_type,security_tools_used,industry
Phishing,Antivirus,Technology
Cross-Site Scripting,IDS,Education
DDoS,VPN,Technology
Phishing,VPN,Technology
Phishing,IDS,Government
Cross-Site Scripting,Antivirus,Healthcare
Brute Force,Endpoint Detection,Finance
Cross-Site Scripting,WAF,Technology
Zero-Day Exploit,VPN,Manufacturing
Cross-Site Scripting,SIEM,Manufacturing
Ransomware,VPN,Finance
SQL Injection,MFA,Healthcare
Zero-Day Exploit,Firewall,Government
Brute Force,Antivirus,Education
SQL Injection,VPN,Technology
Cross-Site Scripting,SIEM,Energy
Brute Force,SIEM,Government
Phishing,Firewall,Technology
Cross-Site Scripting,MFA,Energy
DDoS,MFA,Manufacturing
Cross-Site Scripting,Firewall,Government
Brute Force,WAF,Energy
Cross-Site Scripting,MFA,Manufacturing
Phishing,VPN,Retail
SQL Injection,Endpoint Detection,Finance
Phishing,Antivirus,Energy
Phishing,SIEM,Manufacturing
Phishing,VPN,Healthcare
Zero-Day Exploit,WAF,Retail
Malware,SIEM,Retail
SQL Injection,Endpoint Detection,Healthcare
Brute Force,WAF,Manufacturing
Cross-Site Scripting,MFA,Technology
Malware,Endpoint Detection,Technology
Phishing,SIEM,Government
DDoS,Endpoint Detection,Healthcare
Zero-Day Exploit,Antivirus,Healthcare
Zero-Day Exploit,Endpoint Detection,Energy
SQL Injection,MFA,Education
SQL Injection,Firewall,Finance
Cross-Site Scripting,MFA,Retail
Brute Force,IDS,Finance
Cross-Site Scripting,SIEM,Energy
Ransomware,WAF,Energy
DDoS,MFA,Technology
Brute Force,Antivirus,Finance
SQL Injection,MFA,Government
Brute Force,Firewall,Government
Zero-Day Exploit,IDS,Finance
Brute Force,Antivirus,Technology
Phishing,Endpoint Detection,Technology
Malware,MFA,Healthcare
SQL Injection,MFA,Government
SQL Injection,Endpoint Detection,Manufacturing
Zero-Day Exploit,MFA,Finance
DDoS,Firewall,Retail
SQL Injection,WAF,Finance
Ransomware,Endpoint Detection,Energy
Malware,MFA,Healthcare
SQL Injection,IDS,Retail
Brute Force,MFA,Technology
Ransomware,WAF,Retail
Cross-Site Scripting,Antivirus,Education
Brute Force,MFA,Healthcare
DDoS,Endpoint Detection,Education
Zero-Day Exploit,MFA,Finance
Malware,WAF,Education
Phishing,VPN,Finance
Ransomware,MFA,Finance
Phishing,VPN,Healthcare
Brute Force,WAF,Government
DDoS,Antivirus,Healthcare
Brute Force,IDS,Government
SQL Injection,IDS,Energy
Ransomware,IDS,Finance
Brute Force,Antivirus,Education
DDoS,VPN,Government
Phishing,Firewall,Energy
Zero-Day Exploit,Firewall,Finance
Brute Force,Firewall,Manufacturing
DDoS,VPN,Energy
Phishing,Firewall,Energy
Malware,Firewall,Energy
Malware,Firewall,Education
Phishing,Firewall,Energy
Malware,VPN,Retail
Phishing,Endpoint Detection,Government
SQL Injection,IDS,Healthcare
Ransomware,MFA,Healthcare
DDoS,MFA,Healthcare
Ransomware,VPN,Manufacturing
Zero-Day Exploit,SIEM,Government
Ransomware,MFA,Manufacturing
Phishing,Antivirus,Energy
Phishing,SIEM,Technology
Brute Force,WAF,Retail
Brute Force,Antivirus,Education
Cross-Site Scripting,Firewall,Government
DDoS,VPN,Retail
Zero-Day Exploit,MFA,Manufacturing
Cross-Site Scripting,Antivirus,Manufacturing
Cross-Site Scripting,IDS,Healthcare
Ransomware,WAF,Manufacturing
Brute Force,Antivirus,Finance
Malware,Antivirus,Healthcare
Zero-Day Exploit,Endpoint Detection,Government
DDoS,IDS,Government
Cross-Site Scripting,WAF,Retail
Malware,MFA,Government
Phishing,Endpoint Detection,Finance
Phishing,Antivirus,Healthcare
Malware,SIEM,Government
Zero-Day Exploit,SIEM,Technology
Brute Force,VPN,Education
Cross-Site Scripting,IDS,Finance
Brute Force,Endpoint Detection,Healthcare
Phishing,IDS,Government
Cross-Site Scripting,Firewall,Technology
DDoS,IDS,Manufacturing
Ransomware,Firewall,Retail
DDoS,Endpoint Detection,Finance
Phishing,SIEM,Finance
DDoS,SIEM,Technology
DDoS,SIEM,Government
SQL Injection,Antivirus,Manufacturing
DDoS,Antivirus,Government
Phishing,IDS,Energy
Ransomware,Endpoint Detection,Retail
Cross-Site Scripting,VPN,Retail
Brute Force,WAF,Retail
Malware,Firewall,Education
Malware,Antivirus,Retail
Phishing,VPN,Retail
Phishing,Endpoint Detection,Technology
Zero-Day Exploit,SIEM,Education
Malware,MFA,Technology
Malware,MFA,Energy
Ransomware,MFA,Energy
Cross-Site Scripting,Endpoint Detection,Finance
Phishing,SIEM,Healthcare
DDoS,MFA,Technology
Malware,SIEM,Technology
Ransomware,Endpoint Detection,Healthcare
Ransomware,Antivirus,Energy
Phishing,Antivirus,Finance
Phishing,SIEM,Healthcare
Phishing,WAF,Healthcare
Malware,Firewall,Government
Malware,IDS,Healthcare
Cross-Site Scripting,SIEM,Government
Zero-Day Exploit,Antivirus,Finance
Malware,MFA,Education
Phishing,Endpoint Detection,Government
Brute Force,SIEM,Energy
DDoS,IDS,Healthcare
Cross-Site Scripting,Antivirus,Finance
Ransomware,VPN,Finance
Phishing,WAF,Healthcare
Zero-Day Exploit,Antivirus,Manufacturing
Phishing,Endpoint Detection,Manufacturing
Cross-Site Scripting,SIEM,Energy
SQL Injection,MFA,Retail
DDoS,Firewall,Technology
Malware,IDS,Education
Phishing,SIEM,Education
Ransomware,Firewall,Education
SQL Injection,Firewall,Finance
Phishing,IDS,Energy
SQL Injection,SIEM,Healthcare
Phishing,Firewall,Healthcare
Malware,VPN,Manufacturing
Phishing,MFA,Technology
Ransomware,Endpoint Detection,Technology
SQL Injection,Endpoint Detection,Finance
SQL Injection,MFA,Healthcare
Phishing,Antivirus,Technology
DDoS,VPN,Manufacturing
SQL Injection,VPN,Energy
Zero-Day Exploit,VPN,Retail
Zero-Day Exploit,WAF,Education
SQL Injection,Endpoint Detection,Finance
Malware,SIEM,Government
Ransomware,Antivirus,Government
Zero-Day Exploit,Endpoint Detection,Manufacturing
Ransomware,Firewall,Technology
Brute Force,Antivirus,Healthcare
Cross-Site Scripting,MFA,Government
Zero-Day Exploit,WAF,Technology
Zero-Day Exploit,WAF,Technology
Malware,VPN,Technology
Cross-Site Scripting,Antivirus,Government
Brute Force,WAF,Healthcare
Ransomware,Firewall,Education
Cross-Site Scripting,VPN,Energy
Malware,Firewall,Technology
Malware,SIEM,Finance
Malware,MFA,Government
SQL Injection,SIEM,Government
DDoS,MFA,Technology
Cross-Site Scripting,Firewall,Healthcare
Cross-Site Scripting,Antivirus,Retail
Brute Force,IDS,Retail
Ransomware,IDS,Government
Malware,Firewall,Government
SQL Injection,VPN,Technology
DDoS,IDS,Manufacturing
Malware,Firewall,Healthcare
Brute Force,IDS,Energy
DDoS,Antivirus,Healthcare
DDoS,IDS,Healthcare
Phishing,Firewall,Government
Zero-Day Exploit,Firewall,Technology
Brute Force,SIEM,Finance
Zero-Day Exploit,WAF,Education
Brute Force,Firewall,Healthcare
Malware,VPN,Healthcare
Malware,MFA,Technology
Zero-Day Exploit,IDS,Healthcare
Cross-Site Scripting,MFA,Manufacturing
Brute Force,WAF,Finance
Malware,SIEM,Energy
Malware,SIEM,Government
Brute Force,IDS,Manufacturing
Cross-Site Scripting,MFA,Healthcare
Phishing,WAF,Healthcare
SQL Injection,MFA,Government
SQL Injection,MFA,Energy
Brute Force,IDS,Energy
Zero-Day Exploit,VPN,Education
SQL Injection,SIEM,Finance
SQL Injection,WAF,Energy
Cross-Site Scripting,WAF,Finance
Cross-Site Scripting,VPN,Finance
Phishing,MFA,Energy
Ransomware,Endpoint Detection,Energy
Ransomware,WAF,Education
Cross-Site Scripting,MFA,Technology
Brute Force,MFA,Healthcare
DDoS,IDS,Government
Zero-Day Exploit,IDS,Energy
SQL Injection,Endpoint Detection,Energy
Brute Force,SIEM,Government
DDoS,Firewall,Energy
Cross-Site Scripting,WAF,Healthcare
Brute Force,Antivirus,Government
SQL Injection,Endpoint Detection,Healthcare
Phishing,WAF,Technology
Malware,Antivirus,Healthcare
Brute Force,VPN,Manufacturing
Phishing,Endpoint Detection,Energy
Cross-Site Scripting,Firewall,Manufacturing
Ransomware,WAF,Energy
Ransomware,IDS,Technology
Cross-Site Scripting,VPN,Education
Malware,WAF,Healthcare
Ransomware,MFA,Energy
Malware,MFA,Healthcare
DDoS,Firewall,Finance
Phishing,Endpoint Detection,Healthcare
Brute Force,VPN,Government
Phishing,Endpoint Detection,Manufacturing
Malware,WAF,Government
Ransomware,MFA,Government
Malware,MFA,Government
Malware,Firewall,Government
Ransomware,Endpoint Detection,Technology
Cross-Site Scripting,WAF,Education
Zero-Day Exploit,Antivirus,Education
Phishing,VPN,Education
Malware,MFA,Technology
Zero-Day Exploit,Antivirus,Education
Ransomware,VPN,Healthcare
Phishing,Firewall,Education
Phishing,MFA,Finance
SQL Injection,WAF,Healthcare
Ransomware,Antivirus,Education
Ransomware,IDS,Manufacturing
Malware,VPN,Manufacturing
Malware,WAF,Finance
SQL Injection,Antivirus,Education
Brute Force,MFA,Technology
Brute Force,SIEM,Energy
Malware,IDS,Education
Phishing,Firewall,Technology
Phishing,WAF,Finance
Ransomware,Endpoint Detection,Energy
Ransomware,SIEM,Manufacturing
Ransomware,VPN,Education
Phishing,Firewall,Education
SQL Injection,WAF,Technology
DDoS,Antivirus,Energy
Malware,VPN,Healthcare
DDoS,Antivirus,Government
DDoS,Antivirus,Energy
DDoS,IDS,Technology
Ransomware,WAF,Healthcare
SQL Injection,SIEM,Technology
Zero-Day Exploit,SIEM,Retail
Zero-Day Exploit,IDS,Education
Brute Force,Firewall,Healthcare
Malware,Endpoint Detection,Government
Ransomware,MFA,Government
SQL Injection,Antivirus,Education
Zero-Day Exploit,MFA,Energy
DDoS,MFA,Manufacturing
Cross-Site Scripting,SIEM,Healthcare
DDoS,Firewall,Education
Brute Force,SIEM,Education
Brute Force,Endpoint Detection,Healthcare
Zero-Day Exploit,Endpoint Detection,Manufacturing
Cross-Site Scripting,Antivirus,Government
Phishing,Endpoint Detection,Energy
Brute Force,Antivirus,Retail
Phishing,IDS,Technology
DDoS,Antivirus,Retail
Cross-Site Scripting,MFA,Technology
SQL Injection,Endpoint Detection,Finance
Ransomware,VPN,Energy
Zero-Day Exploit,WAF,Government
Cross-Site Scripting,Endpoint Detection,Technology
Ransomware,MFA,Manufacturing
Ransomware,MFA,Government
Ransomware,Firewall,Finance
Brute Force,WAF,Finance
Cross-Site Scripting,WAF,Government
Malware,IDS,Government
Brute Force,Firewall,Retail
SQL Injection,IDS,Healthcare
DDoS,MFA,Government
DDoS,Antivirus,Healthcare
Ransomware,Firewall,Healthcare
Ransomware,WAF,Technology
Brute Force,SIEM,Energy
Brute Force,IDS,Manufacturing
Zero-Day Exploit,SIEM,Manufacturing
DDoS,VPN,Energy
Phishing,WAF,Manufacturing
Cross-Site Scripting,Antivirus,Government
DDoS,VPN,Technology
DDoS,Endpoint Detection,Government
Cross-Site Scripting,SIEM,Energy
DDoS,Endpoint Detection,Technology
Zero-Day Exploit,WAF,Healthcare
Brute Force,Endpoint Detection,Healthcare
SQL Injection,WAF,Government
SQL Injection,Firewall,Healthcare
Ransomware,VPN,Finance
Malware,VPN,Government
Phishing,WAF,Finance
Malware,WAF,Technology
Brute Force,Antivirus,Retail
SQL Injection,WAF,Finance
Phishing,WAF,Technology
Malware,Firewall,Manufacturing
Ransomware,VPN,Healthcare
Malware,IDS,Government
Malware,Antivirus,Healthcare
SQL Injection,MFA,Technology
Zero-Day Exploit,SIEM,Retail
SQL Injection,VPN,Manufacturing
Zero-Day Exploit,Firewall,Education
Zero-Day Exploit,Antivirus,Education
Cross-Site Scripting,Antivirus,Retail
Malware,Antivirus,Retail
SQL Injection,WAF,Healthcare
Malware,IDS,Healthcare
Malware,IDS,Healthcare
DDoS,IDS,Finance
Ransomware,SIEM,Healthcare
Malware,MFA,Manufacturing
Ransomware,Antivirus,Finance
Ransomware,MFA,Healthcare
Brute Force,Endpoint Detection,Energy
Brute Force,SIEM,Retail
Cross-Site Scripting,SIEM,Technology
SQL Injection,Firewall,Healthcare
Ransomware,VPN,Retail
Malware,IDS,Technology
DDoS,Antivirus,Government
Malware,IDS,Finance
Brute Force,Firewall,Education
Cross-Site Scripting,VPN,Healthcare
SQL Injection,WAF,Government
Malware,VPN,Healthcare
SQL Injection,SIEM,Government
Cross-Site Scripting,VPN,Finance
SQL Injection,IDS,Manufacturing
DDoS,Antivirus,Education
Brute Force,WAF,Retail
Malware,VPN,Energy
Brute Force,Firewall,Technology
Zero-Day Exploit,Endpoint Detection,Government
Malware,Antivirus,Healthcare
Malware,VPN,Technology
Phishing,Firewall,Technology
SQL Injection,VPN,Retail
Malware,Endpoint Detection,Manufacturing
Malware,Antivirus,Energy
Cross-Site Scripting,WAF,Government
Malware,Endpoint Detection,Healthcare
Phishing,Endpoint Detection,Government
Ransomware,SIEM,Technology
Ransomware,IDS,Energy
Ransomware,Firewall,Healthcare
DDoS,VPN,Education
Malware,MFA,Healthcare
Ransomware,WAF,Retail
DDoS,SIEM,Energy
SQL Injection,SIEM,Finance
Zero-Day Exploit,WAF,Manufacturing
Cross-Site Scripting,MFA,Government
Cross-Site Scripting,Endpoint Detection,Manufacturing
Brute Force,Endpoint Detection,Manufacturing
SQL Injection,MFA,Retail
Malware,WAF,Government
Zero-Day Exploit,MFA,Energy
Phishing,IDS,Energy
Phishing,VPN,Manufacturing
Phishing,Endpoint Detection,Technology
Brute Force,Firewall,Finance
Ransomware,Antivirus,Healthcare
Ransomware,SIEM,Finance
DDoS,Firewall,Education
Ransomware,IDS,Manufacturing
Zero-Day Exploit,Firewall,Technology
Cross-Site Scripting,MFA,Technology
Phishing,Antivirus,Finance
Malware,WAF,Retail
Zero-Day Exploit,MFA,Technology
SQL Injection,Firewall,Education
Ransomware,Endpoint Detection,Education
Brute Force,Antivirus,Finance
Malware,IDS,Education
Cross-Site Scripting,SIEM,Manufacturing
SQL Injection,VPN,Education
Brute Force,IDS,Education
Ransomware,IDS,Manufacturing
SQL Injection,Endpoint Detection,Government
Brute Force,Endpoint Detection,Energy
SQL Injection,Endpoint Detection,Healthcare
Malware,MFA,Technology
Brute Force,VPN,Technology
Brute Force,Antivirus,Healthcare
Cross-Site Scripting,MFA,Energy
Cross-Site Scripting,IDS,Energy
Malware,Endpoint Detection,Healthcare
Ransomware,Endpoint Detection,Healthcare
SQL Injection,WAF,Healthcare
SQL Injection,VPN,Education
Phishing,Firewall,Manufacturing
SQL Injection,Endpoint Detection,Retail
Ransomware,VPN,Manufacturing
Malware,Firewall,Finance
Cross-Site Scripting,WAF,Manufacturing
DDoS,Antivirus,Government
Malware,Firewall,Technology
Brute Force,VPN,Manufacturing
Malware,SIEM,Energy
DDoS,MFA,Technology
Zero-Day Exploit,Firewall,Education
DDoS,Firewall,Manufacturing
SQL Injection,WAF,Education
DDoS,VPN,Government
Zero-Day Exploit,SIEM,Manufacturing
SQL Injection,IDS,Finance
Zero-Day Exploit,SIEM,Manufacturing
Cross-Site Scripting,IDS,Healthcare
Brute Force,SIEM,Government
Ransomware,VPN,Healthcare
SQL Injection,MFA,Education
Ransomware,VPN,Education
Cross-Site Scripting,IDS,Government
Malware,Endpoint Detection,Retail
Brute Force,Antivirus,Energy
Ransomware,IDS,Energy
Phishing,MFA,Manufacturing
Malware,Firewall,Healthcare
Cross-Site Scripting,Firewall,Finance
Ransomware,Antivirus,Finance
Zero-Day Exploit,SIEM,Finance
Cross-Site Scripting,IDS,Technology
Malware,IDS,Education
Malware,Firewall,Retail
DDoS,VPN,Government
Phishing,MFA,Technology
Ransomware,SIEM,Education
Malware,MFA,Manufacturing
Cross-Site Scripting,Firewall,Finance
Ransomware,Firewall,Energy
Malware,SIEM,Finance
DDoS,Firewall,Energy
Zero-Day Exploit,Antivirus,Healthcare
Zero-Day Exploit,Firewall,Finance
Ransomware,Antivirus,Government
SQL Injection,VPN,Energy
Cross-Site Scripting,VPN,Government
Ransomware,WAF,Technology
Malware,MFA,Retail
Phishing,Firewall,Healthcare
Cross-Site Scripting,Endpoint Detection,Technology
Brute Force,VPN,Education
Ransomware,VPN,Education
SQL Injection,Antivirus,Technology
Zero-Day Exploit,Firewall,Technology
Brute Force,Endpoint Detection,Manufacturing
DDoS,WAF,Education
Malware,WAF,Manufacturing
Ransomware,IDS,Retail
Phishing,VPN,Government
Phishing,Endpoint Detection,Education
Zero-Day Exploit,MFA,Education
Zero-Day Exploit,WAF,Finance
Phishing,MFA,Government
Ransomware,IDS,Technology
Phishing,IDS,Government
Zero-Day Exploit,SIEM,Manufacturing
Zero-Day Exploit,VPN,Retail
Ransomware,Endpoint Detection,Retail
Zero-Day Exploit,MFA,Education
DDoS,VPN,Technology
SQL Injection,Antivirus,Technology
DDoS,SIEM,Education
Brute Force,IDS,Manufacturing
DDoS,MFA,Education
Malware,VPN,Technology
Malware,Firewall,Government
SQL Injection,Firewall,Technology
Ransomware,VPN,Manufacturing
Zero-Day Exploit,WAF,Technology
SQL Injection,MFA,Retail
Brute Force,SIEM,Energy
Brute Force,SIEM,Manufacturing
Zero-Day Exploit,SIEM,Energy
Brute Force,Firewall,Energy
Brute Force,IDS,Energy
Phishing,Antivirus,Energy
Cross-Site Scripting,WAF,Retail
DDoS,Endpoint Detection,Technology
Phishing,IDS,Finance
Zero-Day Exploit,IDS,Retail
Cross-Site Scripting,VPN,Technology
SQL Injection,Endpoint Detection,Technology
Cross-Site Scripting,VPN,Manufacturing
Cross-Site Scripting,IDS,Retail
Brute Force,Endpoint Detection,Retail
DDoS,WAF,Government
DDoS,VPN,Government
Phishing,SIEM,Healthcare
Cross-Site Scripting,MFA,Energy
DDoS,WAF,Education
Zero-Day Exploit,Antivirus,Government
Brute Force,SIEM,Government
Brute Force,MFA,Technology
Ransomware,SIEM,Healthcare
DDoS,Endpoint Detection,Manufacturing
Zero-Day Exploit,MFA,Technology
SQL Injection,Firewall,Healthcare
Zero-Day Exploit,SIEM,Manufacturing
Brute Force,Endpoint Detection,Healthcare
SQL Injection,VPN,Education
SQL Injection,Firewall,Energy
Phishing,Antivirus,Retail
Cross-Site Scripting,WAF,Technology
Zero-Day Exploit,MFA,Energy
Brute Force,WAF,Government
Malware,Firewall,Finance
Zero-Day Exploit,Antivirus,Education
Malware,Endpoint Detection,Energy
Ransomware,IDS,Retail
Malware,IDS,Government
Cross-Site Scripting,Firewall,Education
Cross-Site Scripting,MFA,Retail
Malware,Endpoint Detection,Technology
DDoS,SIEM,Healthcare
Ransomware,SIEM,Healthcare
Cross-Site Scripting,MFA,Manufacturing
Phishing,IDS,Manufacturing
SQL Injection,Firewall,Energy
DDoS,Firewall,Retail
Malware,WAF,Manufacturing
Malware,Firewall,Education
DDoS,VPN,Finance
Zero-Day Exploit,Endpoint Detection,Government
Phishing,SIEM,Healthcare
DDoS,Firewall,Government
Zero-Day Exploit,WAF,Manufacturing
DDoS,SIEM,Healthcare
Brute Force,Antivirus,Retail
SQL Injection,VPN,Technology
Ransomware,SIEM,Finance
Phishing,MFA,Finance
Malware,Endpoint Detection,Energy
Malware,SIEM,Technology
Malware,Endpoint Detection,Technology
Zero-Day Exploit,VPN,Energy
Malware,Firewall,Education
SQL Injection,Firewall,Government
Malware,Antivirus,Technology
Zero-Day Exploit,WAF,Energy
Brute Force,MFA,Finance
Cross-Site Scripting,Endpoint Detection,Education
Cross-Site Scripting,IDS,Energy
Cross-Site Scripting,IDS,Education
DDoS,VPN,Retail
Cross-Site Scripting,VPN,Technology
Cross-Site Scripting,Antivirus,Finance
Zero-Day Exploit,WAF,Retail
Ransomware,MFA,Healthcare
Cross-Site Scripting,IDS,Healthcare
DDoS,VPN,Retail
DDoS,IDS,Government
Phishing,Firewall,Finance
DDoS,IDS,Education
Malware,VPN,Government
Phishing,Antivirus,Finance
SQL Injection,IDS,Healthcare
Ransomware,Endpoint Detection,Finance
Zero-Day Exploit,WAF,Education
Cross-Site Scripting,Firewall,Healthcare
Ransomware,Firewall,Technology
Ransomware,Endpoint Detection,Retail
Ransomware,Endpoint Detection,Government
Ransomware,MFA,Education
SQL Injection,IDS,Healthcare
SQL Injection,VPN,Technology
Ransomware,Firewall,Finance
Ransomware,IDS,Finance
Brute Force,Antivirus,Healthcare
Cross-Site Scripting,IDS,Energy
Malware,SIEM,Education
SQL Injection,Antivirus,Manufacturing
Zero-Day Exploit,Antivirus,Technology
Malware,Endpoint Detection,Healthcare
Phishing,Antivirus,Government
Ransomware,MFA,Manufacturing
Brute Force,Antivirus,Government
Phishing,Firewall,Finance
Cross-Site Scripting,Endpoint Detection,Manufacturing
DDoS,VPN,Manufacturing
Brute Force,Antivirus,Finance
DDoS,MFA,Technology
SQL Injection,Antivirus,Finance
Brute Force,MFA,Government
Phishing,Antivirus,Government
Zero-Day Exploit,Endpoint Detection,Manufacturing
Malware,Firewall,Government
Brute Force,VPN,Education
Zero-Day Exploit,MFA,Technology
Phishing,Antivirus,Healthcare
DDoS,SIEM,Healthcare
Malware,VPN,Education
Phishing,WAF,Healthcare
Malware,IDS,Manufacturing
Zero-Day Exploit,WAF,Energy
Ransomware,WAF,Government
Brute Force,Endpoint Detection,Manufacturing
Cross-Site Scripting,Endpoint Detection,Healthcare
Phishing,MFA,Healthcare
Brute Force,IDS,Manufacturing
Malware,Firewall,Technology
Malware,WAF,Technology
Phishing,VPN,Manufacturing
SQL Injection,MFA,Government
Ransomware,SIEM,Energy
Cross-Site Scripting,Antivirus,Energy
Zero-Day Exploit,MFA,Healthcare
Malware,Endpoint Detection,Education
Brute Force,VPN,Government
Zero-Day Exploit,MFA,Energy
Zero-Day Exploit,Endpoint Detection,Technology
Ransomware,SIEM,Manufacturing
Malware,VPN,Retail
Cross-Site Scripting,Endpoint Detection,Retail
Malware,WAF,Energy
Malware,Endpoint Detection,Healthcare
Phishing,Endpoint Detection,Education
Cross-Site Scripting,Antivirus,Manufacturing
Phishing,Endpoint Detection,Energy
